2004,1,1,0
2004,1,1,1
2004,1,1,2
2004,1,1,3
2004,1,1,4
2004,1,1,5
2004,1,1,6
2004,1,1,7
2004,1,1,8
2004,1,1,9
2004,1,1,10
2004,1,1,11
2004,1,1,12
2004,1,1,13
2004,1,1,14
2004,1,1,15
2004,1,1,16
2004,1,1,17
2004,1,1,18
2004,1,1,19
2004,1,1,20
2004,1,1,21
2004,1,1,22
2004,1,1,23
2004,1,2,0
2004,1,2,1
2004,1,2,2
2004,1,2,3
2004,1,2,4
2004,1,2,5
2004,1,2,6
2004,1,2,7
2004,1,2,8
2004,1,2,9
2004,1,2,10
2004,1,2,11
2004,1,2,12
2004,1,2,13
2004,1,2,14
2004,1,2,15
2004,1,2,16
2004,1,2,17
2004,1,2,18
2004,1,2,19
2004,1,2,20
2004,1,2,21
2004,1,2,22
2004,1,2,23
2004,1,3,0
2004,1,3,1
2004,1,3,2
2004,1,3,3
2004,1,3,4
2004,1,3,5
2004,1,3,6
2004,1,3,7
2004,1,3,8
2004,1,3,9
2004,1,3,10
2004,1,3,11
2004,1,3,12
2004,1,3,13
2004,1,3,14
2004,1,3,15
2004,1,3,16
2004,1,3,17
2004,1,3,18
2004,1,3,19
2004,1,3,20
2004,1,3,21
2004,1,3,22
2004,1,3,23
2004,1,4,0
2004,1,4,1
2004,1,4,2
2004,1,4,3
2004,1,4,4
2004,1,4,5
2004,1,4,6
2004,1,4,7
2004,1,4,8
2004,1,4,9
2004,1,4,10
2004,1,4,11
2004,1,4,12
2004,1,4,13
2004,1,4,14
2004,1,4,15
2004,1,4,16
2004,1,4,17
2004,1,4,18
2004,1,4,19
2004,1,4,20
2004,1,4,21
2004,1,4,22
2004,1,4,23
2004,1,5,0
2021,12,27,20
2021,12,27,21
2021,12,27,22
2021,12,27,23
2021,12,28,0
2021,12,28,1
2021,12,28,2
2021,12,28,3
2021,12,28,4
2021,12,28,5
2021,12,28,6
2021,12,28,7
2021,12,28,8
2021,12,28,9
2021,12,28,10
2021,12,28,11
2021,12,28,12
2021,12,28,13
2021,12,28,14
2021,12,28,15
2021,12,28,16
2021,12,28,17
2021,12,28,18
2021,12,28,19
2021,12,28,20
2021,12,28,21
2021,12,28,22
2021,12,28,23
2021,12,29,0
2021,12,29,1
2021,12,29,2
2021,12,29,3
2021,12,29,4
2021,12,29,5
2021,12,29,6
2021,12,29,7
2021,12,29,8
2021,12,29,9
2021,12,29,10
2021,12,29,11
2021,12,29,12
2021,12,29,13
2021,12,29,14
2021,12,29,15
2021,12,29,16
2021,12,29,17
2021,12,29,18
2021,12,29,19
2021,12,29,20
2021,12,29,21
2021,12,29,22
2021,12,29,23
2021,12,30,0
2021,12,30,1
2021,12,30,2
2021,12,30,3
2021,12,30,4
2021,12,30,5
2021,12,30,6
2021,12,30,7
2021,12,30,8
2021,12,30,9
2021,12,30,10
2021,12,30,11
2021,12,30,12
2021,12,30,13
2021,12,30,14
2021,12,30,15
2021,12,30,16
2021,12,30,17
2021,12,30,18
2021,12,30,19
2021,12,30,20
2021,12,30,21
2021,12,30,22
2021,12,30,23
2021,12,31,0
2021,12,31,1
2021,12,31,2
2021,12,31,3
2021,12,31,4
2021,12,31,5
2021,12,31,6
2021,12,31,7
2021,12,31,8
2021,12,31,9
2021,12,31,10
2021,12,31,11
2021,12,31,12
2021,12,31,13
2021,12,31,14
2021,12,31,15
2021,12,31,16
2021,12,31,17
2021,12,31,18
2021,12,31,19
2021,12,31,20
2021,12,31,21
2021,12,31,22
2021,12,31,23
